Date,Close
14/11/2020,16070.45
15/11/2020,15957
16/11/2020,16713.57
17/11/2020,17659.38
18/11/2020,17776.12
19/11/2020,17802.82
20/11/2020,18655.67
21/11/2020,18703.8
22/11/2020,18414.43
23/11/2020,18368
24/11/2020,19160.01
25/11/2020,18719.11
26/11/2020,17149.47
27/11/2020,17139.52
28/11/2020,17719.85
29/11/2020,18184.99
30/11/2020,19695.87
01/12/2020,18764.96
02/12/2020,19204.09
03/12/2020,19421.9
04/12/2020,18650.52
05/12/2020,19147.66
06/12/2020,19359.4
07/12/2020,19166.9
08/12/2020,18324.11
09/12/2020,18541.28
10/12/2020,18254.63
11/12/2020,18036.53
12/12/2020,18808.69
13/12/2020,19174.99
14/12/2020,19273.14
15/12/2020,19426.43
16/12/2020,21335.52
17/12/2020,22797.16
18/12/2020,23107.39
19/12/2020,23821.61
20/12/2020,23455.52
21/12/2020,22719.71
22/12/2020,23810.79
23/12/2020,23232.76
24/12/2020,23729.2
25/12/2020,24712.47
26/12/2020,26493.39
27/12/2020,26281.66
28/12/2020,27079.41
29/12/2020,27385
30/12/2020,28875.54
31/12/2020,28923.63
01/01/2021,29331.69
02/01/2021,32178.33
03/01/2021,33000.05
04/01/2021,31988.71
05/01/2021,33949.53
06/01/2021,36769.36
07/01/2021,39432.28
08/01/2021,40582.81
09/01/2021,40088.22
10/01/2021,38150.02
11/01/2021,35404.47
12/01/2021,34051.24
13/01/2021,37371.38
14/01/2021,39144.5
15/01/2021,36742.22
16/01/2021,35994.98
17/01/2021,35828.61
18/01/2021,36631.27
19/01/2021,35891.49
20/01/2021,35468.23
21/01/2021,30850.13
22/01/2021,32945.17
23/01/2021,32078
24/01/2021,32259.9
25/01/2021,32254.2
26/01/2021,32467.77
27/01/2021,30366.15
28/01/2021,33364.86
29/01/2021,34252.2
30/01/2021,34262.88
31/01/2021,33092.98
01/02/2021,33526.37
02/02/2021,35466.24
03/02/2021,37618.87
04/02/2021,36936.66
05/02/2021,38290.24
06/02/2021,39186.94
07/02/2021,38795.69
08/02/2021,46374.87
09/02/2021,46420.42
10/02/2021,44807.58
11/02/2021,47969.51
12/02/2021,47287.6
13/02/2021,47153.69
14/02/2021,48577.79
15/02/2021,47911.1
16/02/2021,49133.45
17/02/2021,52119.71
18/02/2021,51552.6
19/02/2021,55906
20/02/2021,55841.19
21/02/2021,57408.57
22/02/2021,54087.67
23/02/2021,48891
24/02/2021,49676.2
25/02/2021,47073.73
26/02/2021,46276.87
27/02/2021,46106.43
28/02/2021,45135.66
01/03/2021,49587.03
02/03/2021,48440.65
03/03/2021,50349.37
04/03/2021,48374.09
05/03/2021,48751.71
06/03/2021,48882.2
07/03/2021,50971.75
08/03/2021,52375.17
09/03/2021,54884.5
10/03/2021,55851.59
11/03/2021,57773.16
12/03/2021,57221.72
13/03/2021,61188.39
14/03/2021,58968.31
15/03/2021,55605.2
16/03/2021,56900.75
17/03/2021,58912.97
18/03/2021,57648.16
19/03/2021,58030.01
20/03/2021,58102.28
21/03/2021,57351.56
22/03/2021,54083.25
23/03/2021,54340.89
24/03/2021,52303.65
25/03/2021,51293.78
26/03/2021,55025.59
27/03/2021,55817.14
28/03/2021,55777.63
29/03/2021,57635.47
30/03/2021,58746.57
31/03/2021,58740.55
01/04/2021,58720.44
02/04/2021,58950.01
03/04/2021,57051.94
04/04/2021,58202.01
05/04/2021,59129.99
06/04/2021,57991.15
07/04/2021,55953.45
08/04/2021,58077.52
09/04/2021,58142.54
10/04/2021,59769.13
11/04/2021,60002.43
12/04/2021,59860
13/04/2021,63575
14/04/2021,62959.53
15/04/2021,63159.98
16/04/2021,61334.8
17/04/2021,60006.66
18/04/2021,56150.01
19/04/2021,55633.14
20/04/2021,56425
21/04/2021,53787.63
22/04/2021,51690.96
23/04/2021,51125.14
24/04/2021,50047.84
25/04/2021,49066.77
26/04/2021,54001.39
27/04/2021,55011.97
28/04/2021,54846.22
29/04/2021,53555
30/04/2021,57694.27
01/05/2021,57800.37
02/05/2021,56578.21
03/05/2021,57169.39
04/05/2021,53200.01
05/05/2021,57436.11
06/05/2021,56393.68
07/05/2021,57314.75
08/05/2021,58862.05
09/05/2021,58240.84
10/05/2021,55816.14
11/05/2021,56670.02
12/05/2021,49631.32
13/05/2021,49670.97
14/05/2021,49841.45
15/05/2021,46762.99
16/05/2021,46431.5
17/05/2021,43538.04
18/05/2021,42849.78
19/05/2021,36690.09
20/05/2021,40526.64
21/05/2021,37252.01
22/05/2021,37449.73
23/05/2021,34655.25
24/05/2021,38796.29
25/05/2021,38324.72
26/05/2021,39241.91
27/05/2021,38529.98
28/05/2021,35663.49
29/05/2021,34605.15
30/05/2021,35641.27
31/05/2021,37253.81
01/06/2021,36693.09
02/06/2021,37568.68
03/06/2021,39246.79
04/06/2021,36829
05/06/2021,35513.2
06/06/2021,35796.31
07/06/2021,33552.79
08/06/2021,33380.81
09/06/2021,37388.05
10/06/2021,36675.72
11/06/2021,37331.98
12/06/2021,35546.11
13/06/2021,39020.57
14/06/2021,40516.29
15/06/2021,40144.04
16/06/2021,38349.01
17/06/2021,38092.97
18/06/2021,35819.84
19/06/2021,35483.72
20/06/2021,35600.16
21/06/2021,31608.93
22/06/2021,32509.56
23/06/2021,33678.07
24/06/2021,34663.09
25/06/2021,31584.45
26/06/2021,32283.65
27/06/2021,34700.34
28/06/2021,34494.89
29/06/2021,35911.73
30/06/2021,35045
01/07/2021,33504.69
02/07/2021,33786.55
03/07/2021,34669.13
04/07/2021,35286.51
05/07/2021,33690.14
06/07/2021,34220.01
07/07/2021,33862.12
08/07/2021,32875.71
09/07/2021,33815.81
10/07/2021,33502.87
11/07/2021,34258.99
12/07/2021,33086.63
13/07/2021,32729.77
14/07/2021,32820.02
15/07/2021,31880
16/07/2021,31383.87
17/07/2021,31520.07
18/07/2021,31778.56
19/07/2021,30839.65
20/07/2021,29790.35
21/07/2021,32144.51
22/07/2021,32287.83
23/07/2021,33634.09
24/07/2021,34258.14
25/07/2021,35381.02
26/07/2021,37237.6
27/07/2021,39457.87
28/07/2021,40019.56
29/07/2021,40016.48
30/07/2021,42206.37
31/07/2021,41461.83
01/08/2021,39845.44
02/08/2021,39147.82
03/08/2021,38207.05
04/08/2021,39723.18
05/08/2021,40862.46
06/08/2021,42836.87
07/08/2021,44572.54
08/08/2021,43794.37
09/08/2021,46253.4
10/08/2021,45584.99
11/08/2021,45511
12/08/2021,44399
13/08/2021,47800
14/08/2021,47068.51
15/08/2021,46973.82
16/08/2021,45901.29
17/08/2021,44695.95
18/08/2021,44705.29
19/08/2021,46760.62
20/08/2021,49322.47
21/08/2021,48821.87
22/08/2021,49239.22
23/08/2021,49488.85
24/08/2021,47674.01
25/08/2021,48973.32
26/08/2021,46843.87
27/08/2021,49069.9
28/08/2021,48895.35
29/08/2021,48767.83
30/08/2021,46982.91
31/08/2021,47100.89
01/09/2021,48810.52
02/09/2021,49246.64
03/09/2021,49999.14
04/09/2021,49915.64
05/09/2021,51756.88
06/09/2021,52663.9
07/09/2021,46863.73
08/09/2021,46048.31
09/09/2021,46395.14
10/09/2021,44850.91
11/09/2021,45173.69
12/09/2021,46025.24
13/09/2021,44940.73
14/09/2021,47111.52
15/09/2021,48121.41
16/09/2021,47737.82
17/09/2021,47299.98
18/09/2021,48292.74
19/09/2021,47241.75
20/09/2021,43015.62
21/09/2021,40734.38
22/09/2021,43543.61
23/09/2021,44865.26
24/09/2021,42810.57
25/09/2021,42670.64
26/09/2021,43160.9
27/09/2021,42147.35
28/09/2021,41026.54
29/09/2021,41524.28
30/09/2021,43824.1
01/10/2021,48141.61
02/10/2021,47634.9
03/10/2021,48200.01
04/10/2021,49224.94
05/10/2021,51471.99
06/10/2021,55315
07/10/2021,53785.22
08/10/2021,53951.43
09/10/2021,54949.72
10/10/2021,54659
11/10/2021,57471.35
12/10/2021,55996.93
13/10/2021,57367
14/10/2021,57347.94
15/10/2021,61672.42
16/10/2021,60875.57
17/10/2021,61528.33
18/10/2021,62009.84
19/10/2021,64280.59
20/10/2021,66001.41
21/10/2021,62193.15
22/10/2021,60688.22
23/10/2021,61286.75
24/10/2021,60852.22
25/10/2021,63078.78
26/10/2021,60328.81
27/10/2021,58413.44
28/10/2021,60575.89
29/10/2021,62253.71
30/10/2021,61859.19
31/10/2021,61299.8
01/11/2021,60911.11
02/11/2021,63219.99
03/11/2021,62896.48
04/11/2021,61395.01
05/11/2021,60937.12
06/11/2021,61470.61
07/11/2021,63273.59
08/11/2021,67525.83
09/11/2021,66947.66
10/11/2021,64882.43
11/11/2021,64774.26
12/11/2021,64122.23
13/11/2021,64380
14/11/2021,65519.1
15/11/2021,63606.74
16/11/2021,60058.87
17/11/2021,60344.87
18/11/2021,56891.62
19/11/2021,58052.24
20/11/2021,59707.51
21/11/2021,58622.02
22/11/2021,56247.18
23/11/2021,57541.27
24/11/2021,57138.29
25/11/2021,58960.36
26/11/2021,53726.53
27/11/2021,54721.03
28/11/2021,57274.88
29/11/2021,57776.25
30/11/2021,56950.56
01/12/2021,57184.07
02/12/2021,56480.34
03/12/2021,53601.05
04/12/2021,49152.47
05/12/2021,49396.33
06/12/2021,50441.92
07/12/2021,50588.95
08/12/2021,50471.19
09/12/2021,47545.59
10/12/2021,47140.54
11/12/2021,49389.99
12/12/2021,50053.9
13/12/2021,46702.75
14/12/2021,48343.28
15/12/2021,48864.98
16/12/2021,47632.38
17/12/2021,46131.2
18/12/2021,46834.48
19/12/2021,46681.23
20/12/2021,46914.16
21/12/2021,48889.88
22/12/2021,48588.16
23/12/2021,50838.81
24/12/2021,50820
25/12/2021,50399.66
26/12/2021,50775.49
27/12/2021,50701.44
28/12/2021,47543.74
29/12/2021,46464.66
30/12/2021,47120.87
31/12/2021,46216.93
01/01/2022,47722.65
02/01/2022,47286.18
03/01/2022,46446.1
04/01/2022,45832.01
05/01/2022,43451.13
06/01/2022,43082.31
07/01/2022,41566.48
08/01/2022,41679.74
09/01/2022,41864.62
10/01/2022,41822.49
11/01/2022,42729.29
12/01/2022,43902.66
13/01/2022,42560.11
14/01/2022,43059.96
15/01/2022,43084.29
16/01/2022,43071.66
17/01/2022,42201.62
18/01/2022,42352.12
19/01/2022,41660.01
20/01/2022,40680.91
21/01/2022,36445.31
22/01/2022,35071.42
23/01/2022,36244.55
24/01/2022,36660.35
25/01/2022,36958.32
26/01/2022,36809.34
27/01/2022,37160.1
28/01/2022,37716.56
29/01/2022,38166.84
30/01/2022,37881.76
31/01/2022,38466.9
01/02/2022,38694.59
02/02/2022,36896.36
03/02/2022,37311.61
04/02/2022,41574.25
05/02/2022,41382.59
06/02/2022,42380.87
07/02/2022,43839.99
08/02/2022,44042.99
09/02/2022,44372.72
10/02/2022,43495.44
11/02/2022,42373.73
12/02/2022,42217.87
13/02/2022,42053.66
14/02/2022,42535.94
15/02/2022,44544.86
16/02/2022,43873.56
17/02/2022,40515.7
18/02/2022,39974.44
19/02/2022,40079.17
20/02/2022,38386.89
21/02/2022,37008.16
22/02/2022,38230.33
23/02/2022,37250.01
24/02/2022,38327.21
25/02/2022,39219.17
26/02/2022,39116.72
27/02/2022,37699.07
28/02/2022,43160
01/03/2022,44421.2
02/03/2022,43892.98
03/03/2022,42454
04/03/2022,39148.66
05/03/2022,39397.96
06/03/2022,38420.81
07/03/2022,37988
08/03/2022,38730.63
09/03/2022,41941.71
10/03/2022,39422
11/03/2022,38729.57
12/03/2022,38807.36
13/03/2022,37777.34
14/03/2022,39671.37
15/03/2022,39280.33
16/03/2022,41114
17/03/2022,40917.9
18/03/2022,41757.51
19/03/2022,42201.13
20/03/2022,41262.11
21/03/2022,41002.25
22/03/2022,42364.13
23/03/2022,42882.76
24/03/2022,43991.46
25/03/2022,44313.16
26/03/2022,44511.27
27/03/2022,46827.76
28/03/2022,47122.21
29/03/2022,47434.8
30/03/2022,47067.99
31/03/2022,45510.34
01/04/2022,46283.49
02/04/2022,45811
03/04/2022,46407.35
04/04/2022,46580.51
05/04/2022,45497.55
06/04/2022,43170.47
07/04/2022,43444.19
08/04/2022,42252.01
09/04/2022,42753.97
10/04/2022,42158.85
11/04/2022,39530.45
12/04/2022,40074.94
13/04/2022,41147.79
14/04/2022,39942.38
15/04/2022,40551.9
16/04/2022,40378.71
17/04/2022,39678.12
18/04/2022,40801.13
19/04/2022,41493.18
20/04/2022,41358.19
21/04/2022,40480.01
22/04/2022,39709.18
23/04/2022,39441.6
24/04/2022,39450.13
25/04/2022,40426.08
26/04/2022,38112.65
27/04/2022,39235.72
28/04/2022,39742.07
29/04/2022,38596.11
30/04/2022,37630.8
01/05/2022,38468.35
02/05/2022,38525.16
03/05/2022,37728.95
04/05/2022,39690
05/05/2022,36552.97
06/05/2022,36013.77
07/05/2022,35472.39
08/05/2022,34038.4
09/05/2022,30076.31
10/05/2022,31017.1
11/05/2022,29103.94
12/05/2022,29029.75
13/05/2022,29287.05
14/05/2022,30086.74
15/05/2022,31328.89
16/05/2022,29874.01
17/05/2022,30444.93
18/05/2022,28715.32
19/05/2022,30319.23
20/05/2022,29201.01
21/05/2022,29445.06
22/05/2022,30293.94
23/05/2022,29109.15
24/05/2022,29654.58
25/05/2022,29542.15
26/05/2022,29201.35
27/05/2022,28629.8
28/05/2022,29031.33
29/05/2022,29468.1
30/05/2022,31734.22
31/05/2022,31801.04
01/06/2022,29805.83
02/06/2022,30452.62
03/06/2022,29700.21
04/06/2022,29864.04
05/06/2022,29919.21
06/06/2022,31373.1
07/06/2022,31125.33
08/06/2022,30204.77
09/06/2022,30109.93
10/06/2022,29091.88
11/06/2022,28424.7
12/06/2022,26574.53
13/06/2022,22487.41
14/06/2022,22136.41
15/06/2022,22583.72
16/06/2022,20401.31
17/06/2022,20468.81
18/06/2022,18970.79
19/06/2022,20574
20/06/2022,20573.89
21/06/2022,20723.52
22/06/2022,19987.99
23/06/2022,21110.13
24/06/2022,21237.69
25/06/2022,21491.19
26/06/2022,21038.07
27/06/2022,20742.56
28/06/2022,20281.29
29/06/2022,20123.01
30/06/2022,19942.21
01/07/2022,19279.8
02/07/2022,19252.81
03/07/2022,19315.83
04/07/2022,20236.71
05/07/2022,20175.83
06/07/2022,20564.51
07/07/2022,21624.98
08/07/2022,21594.75
09/07/2022,21591.83
10/07/2022,20862.47
11/07/2022,19963.61
12/07/2022,19328.75
13/07/2022,20234.87
14/07/2022,20588.84
15/07/2022,20830.04
16/07/2022,21195.6
17/07/2022,20798.16
18/07/2022,22432.58
19/07/2022,23396.62
20/07/2022,23223.3
21/07/2022,23152.19
22/07/2022,22684.83
23/07/2022,22451.07
24/07/2022,22579.68
25/07/2022,21310.9
26/07/2022,21254.67
27/07/2022,22952.45
28/07/2022,23842.93
29/07/2022,23773.75
30/07/2022,23643.51
31/07/2022,23293.32
01/08/2022,23268.01
02/08/2022,22987.79
03/08/2022,22818.37
04/08/2022,22622.98
05/08/2022,23312.42
06/08/2022,22954.21
07/08/2022,23174.39
08/08/2022,23810
09/08/2022,23149.95
10/08/2022,23954.05
11/08/2022,23934.39
12/08/2022,24403.68
13/08/2022,24441.38
14/08/2022,24305.24
15/08/2022,24094.82
16/08/2022,23854.74
17/08/2022,23342.66
18/08/2022,23191.2
19/08/2022,20834.39
20/08/2022,21140.07
21/08/2022,21515.61
22/08/2022,21399.83
23/08/2022,21529.12
24/08/2022,21368.08
25/08/2022,21559.04
26/08/2022,20241.05
27/08/2022,20037.6
28/08/2022,19555.61
29/08/2022,20285.73
30/08/2022,19811.66
31/08/2022,20050.02
01/09/2022,20131.46
02/09/2022,19951.86
03/09/2022,19831.9
04/09/2022,20000.3
05/09/2022,19796.84
06/09/2022,18790.61
07/09/2022,19292.84
08/09/2022,19319.77
09/09/2022,21360.11
10/09/2022,21648.34
11/09/2022,21826.87
12/09/2022,22395.74
13/09/2022,20173.57
14/09/2022,20226.71
15/09/2022,19701.88
16/09/2022,19803.3
17/09/2022,20113.62
18/09/2022,19416.18
19/09/2022,19537.02
20/09/2022,18875
21/09/2022,18461.36
22/09/2022,19401.63
23/09/2022,19289.91
24/09/2022,18920.5
25/09/2022,18807.38
26/09/2022,19227.82
27/09/2022,19079.13
28/09/2022,19412.82
29/09/2022,19591.51
30/09/2022,19422.61
01/10/2022,19310.95
02/10/2022,19056.8
03/10/2022,19629.08
04/10/2022,20337.82
05/10/2022,20158.26
06/10/2022,19960.67
07/10/2022,19530.09
08/10/2022,19417.96
09/10/2022,19439.02
10/10/2022,19131.87
11/10/2022,19060
12/10/2022,19155.53
13/10/2022,19375.13
14/10/2022,19176.93
15/10/2022,19069.39
16/10/2022,19262.98
17/10/2022,19549.86
18/10/2022,19327.44
19/10/2022,19123.97
20/10/2022,19041.92
21/10/2022,19164.37
22/10/2022,19204.35
23/10/2022,19570.4
24/10/2022,19329.72
25/10/2022,20080.07
26/10/2022,20771.59
27/10/2022,20295.11
28/10/2022,20591.84
29/10/2022,20809.67
30/10/2022,20627.48
31/10/2022,20490.74
01/11/2022,20483.62
02/11/2022,20151.84
03/11/2022,20207.82
04/11/2022,21148.52
05/11/2022,21299.37
06/11/2022,20905.58
07/11/2022,20591.13
08/11/2022,18547.23
09/11/2022,15922.81
10/11/2022,17601.15
11/11/2022,17070.31
12/11/2022,16812.08
13/11/2022,16329.85
14/11/2022,16619.46
15/11/2022,16900.57
16/11/2022,16662.76
17/11/2022,16692.56
18/11/2022,16700.45
19/11/2022,16700.68
20/11/2022,16280.23
21/11/2022,15781.29
22/11/2022,16226.94
23/11/2022,16603.11
24/11/2022,16598.95
25/11/2022,16522.14
26/11/2022,16458.57
27/11/2022,16428.78
28/11/2022,16212.91
29/11/2022,16442.53
30/11/2022,17163.64
01/12/2022,16977.37
02/12/2022,17092.74
03/12/2022,16885.2
04/12/2022,17105.7
05/12/2022,16966.35
06/12/2022,17088.96
07/12/2022,16836.64
08/12/2022,17224.1
09/12/2022,17128.56
10/12/2022,17127.49
11/12/2022,17085.05
12/12/2022,17209.83
13/12/2022,17774.7
14/12/2022,17803.15
15/12/2022,17356.34
16/12/2022,16632.12
17/12/2022,16776.52
18/12/2022,16738.21
19/12/2022,16438.88
20/12/2022,16895.56
21/12/2022,16824.67
22/12/2022,16821.43
23/12/2022,16778.5
24/12/2022,16836.12
25/12/2022,16832.11
26/12/2022,16919.39
27/12/2022,16706.36
28/12/2022,16547.31
29/12/2022,16633.47
30/12/2022,16607.48
31/12/2022,16542.4
01/01/2023,16616.75
02/01/2023,16672.87
03/01/2023,16675.18
04/01/2023,16850.36
05/01/2023,16831.85
06/01/2023,16950.65
07/01/2023,16943.57
08/01/2023,17127.83
09/01/2023,17178.26
10/01/2023,17440.66
11/01/2023,17943.26
12/01/2023,18846.62
13/01/2023,19930.01
14/01/2023,20954.92
15/01/2023,20871.5
16/01/2023,21185.65
17/01/2023,21134.81
18/01/2023,20677.47
19/01/2023,21071.59
20/01/2023,22667.21
21/01/2023,22783.55
22/01/2023,22707.88
23/01/2023,22916.45
24/01/2023,22632.89
25/01/2023,23060.94
26/01/2023,23009.65
27/01/2023,23074.16
28/01/2023,23022.6
29/01/2023,23742.3
30/01/2023,22826.15
31/01/2023,23125.13
01/02/2023,23732.66
02/02/2023,23488.94
03/02/2023,23431.9
04/02/2023,23326.84
05/02/2023,22932.91
06/02/2023,22762.52
07/02/2023,23240.46
08/02/2023,22963
09/02/2023,21796.35
10/02/2023,21625.19
11/02/2023,21862.55
12/02/2023,21783.54
13/02/2023,21773.97
14/02/2023,22199.84
15/02/2023,24324.05
16/02/2023,23517.72
17/02/2023,24569.97
18/02/2023,24631.95
19/02/2023,24271.76
20/02/2023,24842.2
21/02/2023,24452.16
22/02/2023,24182.21
23/02/2023,23940.2
24/02/2023,23185.29
25/02/2023,23157.07
26/02/2023,23554.85
27/02/2023,23492.09
28/02/2023,23141.57
01/03/2023,23628.97
02/03/2023,23465.32
03/03/2023,22354.34
04/03/2023,22346.57
05/03/2023,22430.24
06/03/2023,22410
07/03/2023,22197.96
08/03/2023,21705.44
09/03/2023,20362.22
10/03/2023,20150.69
11/03/2023,20455.73
12/03/2023,21997.11
13/03/2023,24113.48
14/03/2023,24670.41
15/03/2023,24285.66
16/03/2023,24998.78
17/03/2023,27395.13
18/03/2023,26907.49
19/03/2023,27972.87
20/03/2023,27717.01
21/03/2023,28105.47
22/03/2023,27250.97
23/03/2023,28295.41
24/03/2023,27454.47
25/03/2023,27462.95
26/03/2023,27968.05
27/03/2023,27124.91
28/03/2023,27261.07
29/03/2023,28348.6
30/03/2023,28028.53
31/03/2023,28465.36
01/04/2023,28452.73
02/04/2023,28171.87
03/04/2023,27800
04/04/2023,28165.47
05/04/2023,28170.01
06/04/2023,28033.82
07/04/2023,27906.33
08/04/2023,27938.38
09/04/2023,28323.76
10/04/2023,29637.34
11/04/2023,30200.42
12/04/2023,29888.07
13/04/2023,30373.84
14/04/2023,30466.93
15/04/2023,30295.09
16/04/2023,30304.65
17/04/2023,29430.27
18/04/2023,30380.01
19/04/2023,28797.1
20/04/2023,28243.65
21/04/2023,27262.84
22/04/2023,27816.85
23/04/2023,27590.6
24/04/2023,27510.93
25/04/2023,28300.79
26/04/2023,28415.29
27/04/2023,29472.77
28/04/2023,29311.7
29/04/2023,29230.45
30/04/2023,29233.21
01/05/2023,28068.26
02/05/2023,28669.86
03/05/2023,29026.16
04/05/2023,28838.16
05/05/2023,29505.61
06/05/2023,28848.2
07/05/2023,28430.1
08/05/2023,27668.79
09/05/2023,27628.27
10/05/2023,27598.75
11/05/2023,26968.62
12/05/2023,26795.01
13/05/2023,26775.28
14/05/2023,26917.62
15/05/2023,27162.14
16/05/2023,27033.84
17/05/2023,27405.61
18/05/2023,26821.28
19/05/2023,26880.26
20/05/2023,27102.43
21/05/2023,26747.78
22/05/2023,26849.27
23/05/2023,27219.61
24/05/2023,26329.01
25/05/2023,26473.79
26/05/2023,26705.92
27/05/2023,26854.27
28/05/2023,28065
29/05/2023,27736.4
30/05/2023,27694.4
31/05/2023,27210.35
01/06/2023,26817.93
02/06/2023,27242.59
03/06/2023,27069.22
04/06/2023,27115.21
05/06/2023,25728.2
06/06/2023,27230.08
07/06/2023,26339.34
08/06/2023,26498.61
09/06/2023,26477.81
10/06/2023,25841.21
11/06/2023,25925.55
12/06/2023,25905.19
13/06/2023,25934.25
14/06/2023,25128.6
15/06/2023,25598.49
16/06/2023,26345
17/06/2023,26516.99
18/06/2023,26339.97
19/06/2023,26844.35
20/06/2023,28307.99
21/06/2023,29993.89
22/06/2023,29884.92
23/06/2023,30688.5
24/06/2023,30527.43
25/06/2023,30462.66
26/06/2023,30267.99
27/06/2023,30692.44
28/06/2023,30077.41
29/06/2023,30447.31
30/06/2023,30472
01/07/2023,30585.9
02/07/2023,30617.03
03/07/2023,31156.2
04/07/2023,30766.51
05/07/2023,30504.81
06/07/2023,29895.43
07/07/2023,30344.7
08/07/2023,30284.63
09/07/2023,30160.71
10/07/2023,30411.57
11/07/2023,30622.1
12/07/2023,30380
13/07/2023,31454.23
14/07/2023,30312.01
15/07/2023,30289.52
16/07/2023,30231.99
17/07/2023,30138
18/07/2023,29859.13
19/07/2023,29909.21
20/07/2023,29800
21/07/2023,29901.72
22/07/2023,29794
23/07/2023,30083.75
24/07/2023,29176.5
25/07/2023,29228.91
26/07/2023,29351.96
27/07/2023,29222.78
28/07/2023,29314.14
29/07/2023,29352.9
30/07/2023,29281.09
31/07/2023,29232.25
01/08/2023,29705.99
02/08/2023,29186.01
03/08/2023,29193.64
04/08/2023,29113.99
05/08/2023,29072.13
06/08/2023,29088.42
07/08/2023,29211.06
08/08/2023,29770.42
09/08/2023,29581.99
10/08/2023,29455.75
11/08/2023,29426.03
12/08/2023,29430.17
13/08/2023,29303.84
14/08/2023,29430.93
15/08/2023,29200
16/08/2023,28730.51
17/08/2023,26623.41
18/08/2023,26054
19/08/2023,26100.01
20/08/2023,26189.99
21/08/2023,26126.92
22/08/2023,26056
23/08/2023,26432.72
24/08/2023,26180.05
25/08/2023,26060.01
26/08/2023,26017.37
27/08/2023,26101.77
28/08/2023,26120
29/08/2023,27716.34
30/08/2023,27299.99
31/08/2023,25940.78
01/09/2023,25805.05
02/09/2023,25869.51
03/09/2023,25971.21
04/09/2023,25826.02
05/09/2023,25792.1
06/09/2023,25759.95
07/09/2023,26255
08/09/2023,25910.5
09/09/2023,25901.61
10/09/2023,25841.61
11/09/2023,25162.52
12/09/2023,25840.1
13/09/2023,26222
14/09/2023,26522.73
15/09/2023,26600
16/09/2023,26559.67
17/09/2023,26527.51
18/09/2023,26762.51
19/09/2023,27210.26
20/09/2023,27125
21/09/2023,26568.08
22/09/2023,26580.14
23/09/2023,26575.96
24/09/2023,26248.38
25/09/2023,26304.81
26/09/2023,26221.67
27/09/2023,26372.99
28/09/2023,27021.39
29/09/2023,26906.96
30/09/2023,26962.56
01/10/2023,27992.57
02/10/2023,27494.51
03/10/2023,27426.46
04/10/2023,27778.57
05/10/2023,27410.39
06/10/2023,27931.09
07/10/2023,27956.67
08/10/2023,27917.05
09/10/2023,27590.12
10/10/2023,27390.12
11/10/2023,26875.52
12/10/2023,26759.63
13/10/2023,26862
14/10/2023,26852.48
15/10/2023,27154.15
16/10/2023,28500.78
17/10/2023,28395.91
18/10/2023,28320
19/10/2023,28713.71
20/10/2023,29669.04
21/10/2023,29909.8
22/10/2023,29992.46
23/10/2023,33069.99
24/10/2023,33922.73
25/10/2023,34496.05
26/10/2023,34151.66
27/10/2023,33892.02
28/10/2023,34081
29/10/2023,34525.89
30/10/2023,34474.73
31/10/2023,34639.77
01/11/2023,35421.43
02/11/2023,34941.59
03/11/2023,34716.78
04/11/2023,35062.07
05/11/2023,35011.88
06/11/2023,35046.09
07/11/2023,35399.12
08/11/2023,35624.72
09/11/2023,36701.09
10/11/2023,37301.63
11/11/2023,37130
12/11/2023,37064.13
13/11/2023,36462.93
14/11/2023,35551.19
15/11/2023,37858.2
16/11/2023,36163.51
17/11/2023,36613.92
18/11/2023,36568.1
19/11/2023,37359.86
20/11/2023,37448.78
21/11/2023,35741.65
22/11/2023,37408.34
23/11/2023,37294.28
24/11/2023,37713.57
25/11/2023,37780.67
26/11/2023,37447.43
27/11/2023,37242.7
28/11/2023,37818.87
29/11/2023,37854.64
30/11/2023,37723.96
01/12/2023,38682.52
02/12/2023,39450.35
03/12/2023,39972.26
04/12/2023,41991.1
05/12/2023,44073.32
06/12/2023,43762.69
07/12/2023,43273.14
08/12/2023,44170.99
09/12/2023,43713.6
10/12/2023,43789.51
11/12/2023,41253.4
12/12/2023,41492.39
13/12/2023,42869.03
14/12/2023,43022.26
15/12/2023,41940.3
16/12/2023,42278.03
17/12/2023,41374.65
18/12/2023,42657.8
19/12/2023,42275.99
20/12/2023,43668.93
21/12/2023,43861.8
22/12/2023,43969.04
23/12/2023,43702.16
24/12/2023,42991.5
25/12/2023,43576.13
26/12/2023,42508.93
27/12/2023,43428.85
28/12/2023,42563.76
29/12/2023,42066.95
30/12/2023,42140.28
31/12/2023,42283.58
01/01/2024,44179.55
02/01/2024,44946.91
03/01/2024,42845.23
04/01/2024,44151.1
05/01/2024,44145.11
06/01/2024,43968.32
07/01/2024,43929.02
08/01/2024,46951.04
09/01/2024,46110
10/01/2024,46653.99
11/01/2024,46339.16
12/01/2024,42782.73
13/01/2024,42847.99
14/01/2024,41732.35
15/01/2024,42511.1
16/01/2024,43137.95
17/01/2024,42776.1
18/01/2024,41327.5
19/01/2024,41659.03
20/01/2024,41696.04
21/01/2024,41580.33
22/01/2024,39568.02
23/01/2024,39897.6
24/01/2024,40084.88
25/01/2024,39961.09
26/01/2024,41823.51
27/01/2024,42120.63
28/01/2024,42031.06
29/01/2024,43302.7
30/01/2024,42941.1
31/01/2024,42580
01/02/2024,43082.94
